Product_ID,Product_Category,Current_Stock,Supplier_Cost_USD,Lead_Time_Days,Daily_Sales_Velocity,Supplier_Name,Market_Trend_Score,Retail_Price_USD
GT-PROD-02706,Drones,197,1200.68,9,11.9,TechCorp,91,1867.1
GT-PROD-02707,High-End Laptops,249,1200.68,8,11.9,TechCorp,76,1839.85
GT-PROD-02708,High-End Laptops,296,1200.68,27,11.9,GlobalCircuits,12,1762.22
GT-PROD-02709,High-End Laptops,369,1200.68,5,11.9,InnoVision,21,1763.79
GT-PROD-02710,Drones,490,1200.68,9,11.9,NextGen Supply,24,1500.49
GT-PROD-02711,VR Headsets,84,1200.68,8,11.9,NextGen Supply,16,1810.17
GT-PROD-02712,Drones,150,1200.68,23,11.9,InnoVision,21,1628.36
GT-PROD-02713,Smart Home Hubs,224,1200.68,18,11.9,TechCorp,22,1912.37
GT-PROD-02714,AI Processors,188,1200.68,22,11.9,InnoVision,62,1841.41
GT-PROD-02715,Smart Home Hubs,248,1200.68,26,11.9,NextGen Supply,33,1511.01
GT-PROD-02716,Drones,244,1200.68,22,11.9,TechCorp,19,1730.33
GT-PROD-02717,Wearables,290,1200.68,17,11.9,NextGen Supply,15,1874.45
GT-PROD-02718,Drones,477,1200.68,19,11.9,TechCorp,13,1700.48
GT-PROD-02719,Drones,224,1200.68,16,11.9,NextGen Supply,80,1728.26
GT-PROD-02720,VR Headsets,82,1200.68,12,11.9,TechCorp,16,1785.28
GT-PROD-02721,VR Headsets,497,1200.68,23,11.9,GlobalCircuits,17,1751.87
GT-PROD-02722,Drones,335,1200.68,28,11.9,InnoVision,15,1732.56
GT-PROD-02723,Wearables,340,1200.68,22,11.9,GlobalCircuits,14,1881.84
GT-PROD-02724,Wearables,473,1200.68,11,11.9,InnoVision,70,1816.67
GT-PROD-02725,Drones,428,1200.68,14,11.9,TechCorp,60,1530.11
GT-PROD-02726,Drones,447,1200.68,14,11.9,NextGen Supply,31,1602.48
GT-PROD-02727,Smartphones,370,1200.68,24,11.9,InnoVision,75,1680.62
GT-PROD-02728,Wearables,486,1200.68,23,11.9,GlobalCircuits,83,1663.8
GT-PROD-02729,VR Headsets,136,1200.68,28,11.9,NextGen Supply,91,1839.32
GT-PROD-02730,Smart Home Hubs,379,1200.68,20,11.9,GlobalCircuits,23,1464.66
GT-PROD-02731,VR Headsets,452,1200.68,16,11.9,GlobalCircuits,99,1781.14
GT-PROD-02732,High-End Laptops,71,1200.68,14,11.9,GlobalCircuits,36,1626.04
GT-PROD-02733,Drones,245,1200.68,22,11.9,NextGen Supply,35,1827.17
GT-PROD-02734,Drones,41,1200.68,6,11.9,GlobalCircuits,15,1879.5
GT-PROD-02735,VR Headsets,445,1200.68,19,11.9,NextGen Supply,86,1508.69
GT-PROD-02736,AI Processors,342,1200.68,4,11.9,TechCorp,63,1729.55
GT-PROD-02737,Smartphones,231,1200.68,27,11.9,TechCorp,91,1462.68
GT-PROD-02738,AI Processors,356,1200.68,9,11.9,InnoVision,32,1693.68
GT-PROD-02739,Drones,248,1200.68,5,11.9,GlobalCircuits,11,1480.31
GT-PROD-02740,VR Headsets,27,1200.68,19,11.9,InnoVision,26,1688.91
GT-PROD-02741,Wearables,250,1200.68,3,11.9,NextGen Supply,79,1891.72
GT-PROD-02742,High-End Laptops,306,1200.68,21,11.9,TechCorp,58,1508.24
GT-PROD-02743,Smart Home Hubs,80,1200.68,13,11.9,InnoVision,77,1825.89
GT-PROD-02744,Smartphones,465,1200.68,28,11.9,NextGen Supply,23,1718.48
GT-PROD-02745,AI Processors,379,1200.68,28,11.9,TechCorp,26,1702.81
GT-PROD-02746,Smart Home Hubs,144,1200.68,21,11.9,InnoVision,24,1472.4
GT-PROD-02747,High-End Laptops,51,1200.68,6,11.9,TechCorp,73,1507.14
GT-PROD-02748,Drones,311,1200.68,7,11.9,TechCorp,54,1791.87
GT-PROD-02749,Smart Home Hubs,303,1200.68,29,11.9,InnoVision,97,1630.27
GT-PROD-02750,Wearables,131,1200.68,23,11.9,NextGen Supply,46,1549.51
GT-PROD-02751,Smart Home Hubs,11,1200.68,24,11.9,InnoVision,23,1913.26
GT-PROD-02752,Wearables,85,1200.68,9,11.9,NextGen Supply,25,1841.91
GT-PROD-02753,High-End Laptops,236,1200.68,20,11.9,GlobalCircuits,75,1687.94
GT-PROD-02754,VR Headsets,154,1200.68,27,11.9,TechCorp,90,1495.49
GT-PROD-02755,VR Headsets,252,1200.68,8,11.9,NextGen Supply,11,1904.08
GT-PROD-02756,Drones,170,1200.68,28,11.9,GlobalCircuits,32,1918.47
GT-PROD-02757,High-End Laptops,52,1200.68,4,11.9,NextGen Supply,62,1638.35
GT-PROD-02758,Smartphones,202,1200.68,27,11.9,InnoVision,63,1655.9
GT-PROD-02759,Smartphones,186,1200.68,24,11.9,InnoVision,38,1533.76
GT-PROD-02760,VR Headsets,371,1200.68,13,11.9,TechCorp,84,1520.49
GT-PROD-02761,AI Processors,494,1200.68,5,11.9,GlobalCircuits,79,1801.15
GT-PROD-02762,Wearables,211,1200.68,24,11.9,TechCorp,64,1546.7
GT-PROD-02763,AI Processors,221,1200.68,23,11.9,GlobalCircuits,47,1536.57
GT-PROD-02764,Smartphones,430,1200.68,13,11.9,GlobalCircuits,97,1583.17
GT-PROD-02765,VR Headsets,435,1200.68,23,11.9,TechCorp,39,1675.76
GT-PROD-02766,Wearables,124,1200.68,9,11.9,InnoVision,97,1767.03
GT-PROD-02767,Wearables,149,1200.68,26,11.9,NextGen Supply,63,1622.79
GT-PROD-02768,AI Processors,157,1200.68,18,11.9,NextGen Supply,35,1835
GT-PROD-02769,Drones,2,1200.68,6,11.9,InnoVision,28,1709.34
GT-PROD-02770,AI Processors,100,1200.68,4,11.9,TechCorp,13,1561.78
GT-PROD-02771,AI Processors,129,1200.68,12,11.9,GlobalCircuits,81,1457.21
GT-PROD-02772,AI Processors,44,1200.68,28,11.9,NextGen Supply,45,1822.27
GT-PROD-02773,Smart Home Hubs,56,1200.68,26,11.9,GlobalCircuits,10,1719.2
GT-PROD-02774,VR Headsets,28,1200.68,26,11.9,NextGen Supply,56,1916.35
GT-PROD-02775,Smart Home Hubs,184,1200.68,7,11.9,InnoVision,13,1519.75
GT-PROD-02776,Smartphones,338,1200.68,13,11.9,InnoVision,51,1673.66
GT-PROD-02777,Smart Home Hubs,86,1200.68,27,11.9,TechCorp,83,1522.34
GT-PROD-02778,VR Headsets,115,1200.68,8,11.9,TechCorp,37,1742.85
GT-PROD-02779,VR Headsets,77,1200.68,22,11.9,InnoVision,23,1687.4
GT-PROD-02780,Wearables,337,1200.68,24,11.9,InnoVision,14,1527.7
GT-PROD-02781,Drones,272,1200.68,3,11.9,InnoVision,66,1586.68
GT-PROD-02782,VR Headsets,314,1200.68,27,11.9,TechCorp,56,1562.07
GT-PROD-02783,Drones,251,1200.68,17,11.9,GlobalCircuits,18,1769.61
GT-PROD-02784,Wearables,56,1200.68,9,11.9,TechCorp,83,1766.76
GT-PROD-02785,Wearables,460,1200.68,8,11.9,InnoVision,96,1774.93
GT-PROD-02786,High-End Laptops,413,1200.68,8,11.9,TechCorp,37,1726.66
GT-PROD-02787,Wearables,407,1200.68,14,11.9,InnoVision,42,1840.91
GT-PROD-02788,AI Processors,261,1200.68,24,11.9,InnoVision,76,1647.37
GT-PROD-02789,Smartphones,10,1200.68,21,11.9,TechCorp,43,1474.25
GT-PROD-02790,VR Headsets,322,1200.68,12,11.9,InnoVision,97,1602.74
GT-PROD-02791,High-End Laptops,58,1200.68,14,11.9,InnoVision,86,1548.35
GT-PROD-02792,Smart Home Hubs,114,1200.68,29,11.9,GlobalCircuits,15,1793.8
GT-PROD-02793,Smartphones,264,1200.68,14,11.9,InnoVision,74,1734.44
GT-PROD-02794,Wearables,231,1200.68,26,11.9,NextGen Supply,39,1902.28
GT-PROD-02795,AI Processors,41,1200.68,14,11.9,NextGen Supply,32,1593.28
GT-PROD-02796,Smart Home Hubs,409,1200.68,27,11.9,InnoVision,38,1596.43
GT-PROD-02797,Smartphones,169,1200.68,18,11.9,InnoVision,41,1836.82
GT-PROD-02798,Smartphones,112,1200.68,22,11.9,NextGen Supply,48,1778.83
GT-PROD-02799,Smartphones,440,1200.68,10,11.9,TechCorp,21,1559.58
GT-PROD-02800,VR Headsets,460,1200.68,7,11.9,GlobalCircuits,75,1724.81
GT-PROD-02801,VR Headsets,406,1200.68,15,11.9,GlobalCircuits,82,1788.47
GT-PROD-02802,High-End Laptops,274,1200.68,3,11.9,GlobalCircuits,52,1877.89
GT-PROD-02803,AI Processors,263,1200.68,14,11.9,TechCorp,26,1599.32
GT-PROD-02804,Smartphones,485,1200.68,21,11.9,GlobalCircuits,55,1521.73
GT-PROD-02805,Smart Home Hubs,103,1200.68,25,11.9,GlobalCircuits,42,1477.84
GT-PROD-02806,Wearables,326,1200.68,19,11.9,InnoVision,44,1659.39
GT-PROD-02807,Smart Home Hubs,437,1200.68,20,11.9,GlobalCircuits,98,1720.23
GT-PROD-02808,Wearables,345,1200.68,23,11.9,TechCorp,20,1876.46
GT-PROD-02809,Smart Home Hubs,426,1200.68,28,11.9,InnoVision,17,1474.42
GT-PROD-02810,VR Headsets,201,1200.68,26,11.9,NextGen Supply,25,1545.52
GT-PROD-02811,High-End Laptops,180,1200.68,5,11.9,GlobalCircuits,61,1496.97
GT-PROD-02812,VR Headsets,497,1200.68,22,11.9,InnoVision,31,1630.46
GT-PROD-02813,High-End Laptops,139,1200.68,22,11.9,TechCorp,35,1453.87
GT-PROD-02814,Smart Home Hubs,114,1200.68,4,11.9,TechCorp,43,1531
GT-PROD-02815,Smartphones,14,1200.68,23,11.9,TechCorp,87,1772.92
GT-PROD-02816,Drones,149,1200.68,9,11.9,InnoVision,63,1886.27
GT-PROD-02817,VR Headsets,389,1200.68,27,11.9,InnoVision,88,1903.55
GT-PROD-02818,Smart Home Hubs,461,1200.68,25,11.9,NextGen Supply,37,1529.91
GT-PROD-02819,Wearables,89,1200.68,27,11.9,GlobalCircuits,43,1636.06
GT-PROD-02820,High-End Laptops,477,1200.68,13,11.9,NextGen Supply,46,1704.88
GT-PROD-02821,VR Headsets,332,1200.68,26,11.9,InnoVision,97,1502.64
GT-PROD-02822,VR Headsets,360,1200.68,19,11.9,NextGen Supply,81,1821.58
GT-PROD-02823,AI Processors,376,1200.68,7,11.9,NextGen Supply,77,1839.31
GT-PROD-02824,Wearables,209,1200.68,28,11.9,NextGen Supply,27,1886.5
GT-PROD-02825,Smart Home Hubs,387,1200.68,12,11.9,TechCorp,31,1624.13
GT-PROD-02826,VR Headsets,29,1200.68,11,11.9,TechCorp,83,1799.79
GT-PROD-02827,Smartphones,322,1200.68,14,11.9,NextGen Supply,80,1584.29
GT-PROD-02828,High-End Laptops,65,1200.68,9,11.9,TechCorp,71,1533.88
GT-PROD-02829,Drones,407,1200.68,25,11.9,InnoVision,10,1614.34
GT-PROD-02830,Smartphones,251,1200.68,14,11.9,NextGen Supply,60,1914.12
GT-PROD-02831,Smartphones,83,1200.68,14,11.9,NextGen Supply,85,1571.06
GT-PROD-02832,Smart Home Hubs,482,1200.68,5,11.9,InnoVision,10,1463.28
GT-PROD-02833,Drones,304,1200.68,7,11.9,NextGen Supply,60,1526.03
GT-PROD-02834,VR Headsets,484,1200.68,6,11.9,GlobalCircuits,13,1548.89
GT-PROD-02835,High-End Laptops,67,1200.68,19,11.9,GlobalCircuits,65,1757.54
GT-PROD-02836,Smartphones,165,1200.68,15,11.9,NextGen Supply,26,1544.95
GT-PROD-02837,Wearables,154,1200.68,18,11.9,InnoVision,47,1727.71
GT-PROD-02838,VR Headsets,223,1200.68,5,11.9,InnoVision,99,1871.96
GT-PROD-02839,Drones,390,1200.68,27,11.9,NextGen Supply,35,1807.16
GT-PROD-02840,Wearables,432,1200.68,11,11.9,GlobalCircuits,36,1869.09
GT-PROD-02841,Smartphones,406,1200.68,17,11.9,TechCorp,48,1531.79
GT-PROD-02842,Drones,341,1200.68,4,11.9,GlobalCircuits,89,1743.87
GT-PROD-02843,Wearables,38,1200.68,10,11.9,GlobalCircuits,60,1871.97
GT-PROD-02844,AI Processors,188,1200.68,26,11.9,GlobalCircuits,93,1562.74
GT-PROD-02845,Smartphones,105,1200.68,20,11.9,InnoVision,58,1465.02
GT-PROD-02846,Smartphones,168,1200.68,19,11.9,InnoVision,60,1786.35
GT-PROD-02847,VR Headsets,372,1200.68,20,11.9,NextGen Supply,91,1538.34
GT-PROD-02848,Wearables,104,1200.68,12,11.9,TechCorp,41,1887.25
GT-PROD-02849,Drones,330,1200.68,6,11.9,TechCorp,26,1840.28
GT-PROD-02850,AI Processors,471,1200.68,23,11.9,InnoVision,72,1629.31
GT-PROD-02851,AI Processors,336,1200.68,16,11.9,NextGen Supply,90,1909.68
GT-PROD-02852,High-End Laptops,7,1200.68,14,11.9,NextGen Supply,32,1724.16
GT-PROD-02853,AI Processors,172,1200.68,25,11.9,GlobalCircuits,67,1665.88
GT-PROD-02854,Drones,105,1200.68,20,11.9,NextGen Supply,53,1786.81
GT-PROD-02855,Drones,311,1200.68,6,11.9,TechCorp,86,1561.01
GT-PROD-02856,Smart Home Hubs,98,1200.68,23,11.9,InnoVision,79,1849.52
GT-PROD-02857,VR Headsets,292,1200.68,28,11.9,GlobalCircuits,32,1736.78
GT-PROD-02858,Drones,313,1200.68,10,11.9,InnoVision,73,1614.93
GT-PROD-02859,High-End Laptops,3,1200.68,24,11.9,GlobalCircuits,48,1908.85
GT-PROD-02860,Smartphones,96,1200.68,21,11.9,NextGen Supply,58,1732.48
GT-PROD-02861,Drones,331,1200.68,28,11.9,TechCorp,20,1545.44
GT-PROD-02862,Smart Home Hubs,460,1200.68,5,11.9,NextGen Supply,29,1763.97
GT-PROD-02863,Smartphones,0,1200.68,17,11.9,InnoVision,20,1761.06
GT-PROD-02864,High-End Laptops,177,1200.68,7,11.9,NextGen Supply,65,1584.93
GT-PROD-02865,Smart Home Hubs,461,1200.68,6,11.9,InnoVision,60,1654.65
GT-PROD-02866,VR Headsets,184,1200.68,26,11.9,InnoVision,59,1463.85
GT-PROD-02867,High-End Laptops,98,1200.68,15,11.9,InnoVision,26,1775.53
GT-PROD-02868,Smart Home Hubs,86,1200.68,21,11.9,InnoVision,62,1449.1
GT-PROD-02869,Smartphones,222,1200.68,29,11.9,NextGen Supply,13,1569.35
GT-PROD-02870,Smart Home Hubs,64,1200.68,6,11.9,InnoVision,72,1533.96
GT-PROD-02871,High-End Laptops,302,1200.68,28,11.9,InnoVision,10,1912.11
GT-PROD-02872,Smartphones,428,1200.68,15,11.9,GlobalCircuits,28,1559.99
GT-PROD-02873,AI Processors,341,1200.68,24,11.9,GlobalCircuits,88,1878.02
GT-PROD-02874,Wearables,185,1200.68,8,11.9,TechCorp,12,1672.14
GT-PROD-02875,AI Processors,183,1200.68,17,11.9,NextGen Supply,47,1557.5
GT-PROD-02876,Smartphones,140,1200.68,7,11.9,InnoVision,89,1751.81
GT-PROD-02877,AI Processors,381,1200.68,22,11.9,InnoVision,42,1547.54
GT-PROD-02878,Smartphones,274,1200.68,15,11.9,InnoVision,65,1566.04
GT-PROD-02879,AI Processors,243,1200.68,26,11.9,TechCorp,65,1901.29
GT-PROD-02880,Drones,437,1200.68,28,11.9,NextGen Supply,72,1476.33
GT-PROD-02881,Wearables,180,1200.68,13,11.9,NextGen Supply,17,1613.38
GT-PROD-02882,Smartphones,80,1200.68,23,11.9,NextGen Supply,61,1876.59
GT-PROD-02883,VR Headsets,238,1200.68,26,11.9,InnoVision,16,1571.6
GT-PROD-02884,High-End Laptops,223,1200.68,16,11.9,NextGen Supply,63,1522.03
GT-PROD-02885,Drones,70,1200.68,23,11.9,InnoVision,76,1534.91
GT-PROD-02886,High-End Laptops,189,1200.68,15,11.9,NextGen Supply,94,1592.52
GT-PROD-02887,VR Headsets,475,1200.68,25,11.9,GlobalCircuits,98,1562.47
GT-PROD-02888,High-End Laptops,47,1200.68,27,11.9,NextGen Supply,76,1920.73
GT-PROD-02889,Wearables,371,1200.68,4,11.9,GlobalCircuits,90,1551.34
GT-PROD-02890,High-End Laptops,290,1200.68,20,11.9,InnoVision,37,1500.24
GT-PROD-02891,Drones,253,1200.68,29,11.9,InnoVision,85,1448.72
GT-PROD-02892,Smart Home Hubs,136,1200.68,14,11.9,NextGen Supply,10,1678.8
GT-PROD-02893,AI Processors,261,1200.68,21,11.9,TechCorp,63,1838.96
GT-PROD-02894,Smartphones,12,1200.68,21,11.9,TechCorp,77,1598.88
GT-PROD-02895,Wearables,287,1200.68,5,11.9,TechCorp,13,1701.32
GT-PROD-02896,High-End Laptops,40,1200.68,27,11.9,InnoVision,32,1477.56
GT-PROD-02897,Smart Home Hubs,296,1200.68,26,11.9,NextGen Supply,69,1454.2
GT-PROD-02898,High-End Laptops,494,1200.68,11,11.9,InnoVision,83,1459.17
GT-PROD-02899,Smart Home Hubs,336,1200.68,9,11.9,InnoVision,23,1813.77
GT-PROD-02900,Drones,179,1200.68,27,11.9,GlobalCircuits,50,1803.52
GT-PROD-02901,Smartphones,107,1200.68,28,11.9,InnoVision,87,1863.92
GT-PROD-02902,AI Processors,238,1200.68,25,11.9,NextGen Supply,54,1807.07
GT-PROD-02903,High-End Laptops,342,1200.68,19,11.9,InnoVision,90,1800.89
GT-PROD-02904,Smartphones,364,1200.68,25,11.9,GlobalCircuits,95,1685.32
GT-PROD-02905,High-End Laptops,167,1200.68,5,11.9,InnoVision,53,1618.22
GT-PROD-02906,Smartphones,348,1200.68,19,11.9,NextGen Supply,60,1754.89
GT-PROD-02907,AI Processors,68,1200.68,14,11.9,NextGen Supply,45,1545.69
GT-PROD-02908,VR Headsets,173,1200.68,29,11.9,GlobalCircuits,93,1639.16
GT-PROD-02909,Smart Home Hubs,230,1200.68,16,11.9,GlobalCircuits,80,1499.21
GT-PROD-02910,VR Headsets,22,1200.68,13,11.9,TechCorp,41,1479.01
GT-PROD-02911,Drones,9,1200.68,14,11.9,GlobalCircuits,86,1622.47
GT-PROD-02912,Smart Home Hubs,423,1200.68,15,11.9,NextGen Supply,56,1623.07
GT-PROD-02913,Drones,437,1200.68,23,11.9,NextGen Supply,65,1558.51
GT-PROD-02914,Drones,161,1200.68,27,11.9,InnoVision,73,1545.95
GT-PROD-02915,AI Processors,71,1200.68,4,11.9,InnoVision,17,1646.14
GT-PROD-02916,Drones,152,1200.68,15,11.9,InnoVision,34,1812.12
GT-PROD-02917,Drones,334,1200.68,16,11.9,GlobalCircuits,34,1870.56
GT-PROD-02918,Smartphones,18,1200.68,26,11.9,TechCorp,56,1458.74
GT-PROD-02919,High-End Laptops,334,1200.68,20,11.9,InnoVision,93,1566.67
GT-PROD-02920,Drones,245,1200.68,11,11.9,GlobalCircuits,70,1566.87
GT-PROD-02921,VR Headsets,195,1200.68,22,11.9,TechCorp,21,1622.97
GT-PROD-02922,High-End Laptops,453,1200.68,11,11.9,InnoVision,46,1585.95
GT-PROD-02923,High-End Laptops,3,1200.68,11,11.9,GlobalCircuits,40,1773.51
GT-PROD-02924,Smart Home Hubs,235,1200.68,24,11.9,NextGen Supply,44,1593.88
GT-PROD-02925,Smart Home Hubs,283,1200.68,3,11.9,InnoVision,47,1497.54
GT-PROD-02926,Smartphones,74,1200.68,23,11.9,TechCorp,23,1774.96
GT-PROD-02927,Smartphones,266,1200.68,11,11.9,TechCorp,24,1769.42
GT-PROD-02928,High-End Laptops,180,1200.68,10,11.9,InnoVision,28,1636.96
GT-PROD-02929,Wearables,88,1200.68,26,11.9,TechCorp,32,1571.78
GT-PROD-02930,Drones,321,1200.68,26,11.9,TechCorp,45,1492.22
GT-PROD-02931,Smartphones,465,1200.68,4,11.9,NextGen Supply,33,1809.68
GT-PROD-02932,Wearables,97,1200.68,12,11.9,GlobalCircuits,35,1494.39
GT-PROD-02933,Wearables,342,1200.68,29,11.9,GlobalCircuits,75,1719.81
GT-PROD-02934,Smartphones,99,1200.68,19,11.9,NextGen Supply,98,1682.02
GT-PROD-02935,High-End Laptops,203,1200.68,16,11.9,TechCorp,74,1496.66
GT-PROD-02936,AI Processors,317,1200.68,8,11.9,GlobalCircuits,31,1895.96
GT-PROD-02937,Smartphones,369,1200.68,17,11.9,TechCorp,83,1765.12
GT-PROD-02938,High-End Laptops,444,1200.68,6,11.9,GlobalCircuits,37,1876.04
GT-PROD-02939,Drones,48,1200.68,22,11.9,GlobalCircuits,98,1546.1
GT-PROD-02940,AI Processors,71,1200.68,11,11.9,GlobalCircuits,68,1734.16
GT-PROD-02941,Wearables,488,1200.68,12,11.9,GlobalCircuits,45,1828.56
GT-PROD-02942,Smartphones,263,1200.68,28,11.9,NextGen Supply,19,1684.78
GT-PROD-02943,Smartphones,478,1200.68,24,11.9,NextGen Supply,61,1732.55
GT-PROD-02944,Wearables,292,1200.68,12,11.9,InnoVision,10,1765.63
GT-PROD-02945,Smart Home Hubs,280,1200.68,11,11.9,GlobalCircuits,19,1716.65
GT-PROD-02946,High-End Laptops,399,1200.68,27,11.9,InnoVision,23,1583.99
GT-PROD-02947,AI Processors,57,1200.68,24,11.9,InnoVision,26,1583.04
GT-PROD-02948,AI Processors,254,1200.68,16,11.9,NextGen Supply,92,1551.43
GT-PROD-02949,Smartphones,41,1200.68,8,11.9,InnoVision,77,1546.38
GT-PROD-02950,Wearables,177,1200.68,16,11.9,NextGen Supply,40,1898.28
GT-PROD-02951,Smart Home Hubs,301,1200.68,7,11.9,InnoVision,59,1825.35
GT-PROD-02952,Smart Home Hubs,3,1200.68,15,11.9,GlobalCircuits,84,1440.93
GT-PROD-02953,AI Processors,318,1200.68,7,11.9,InnoVision,59,1576.91
GT-PROD-02954,Wearables,188,1200.68,10,11.9,TechCorp,28,1883.65
GT-PROD-02955,Smartphones,36,1200.68,9,11.9,GlobalCircuits,94,1763.48
GT-PROD-02956,Wearables,417,1200.68,8,11.9,NextGen Supply,60,1733.39
GT-PROD-02957,Wearables,354,1200.68,3,11.9,NextGen Supply,66,1835.11
GT-PROD-02958,High-End Laptops,48,1200.68,3,11.9,InnoVision,92,1630.23
GT-PROD-02959,Smart Home Hubs,73,1200.68,4,11.9,GlobalCircuits,72,1647.5
GT-PROD-02960,Smart Home Hubs,64,1200.68,17,11.9,InnoVision,62,1650.37
GT-PROD-02961,Drones,445,1200.68,13,11.9,NextGen Supply,88,1591.75
GT-PROD-02962,Wearables,8,1200.68,7,11.9,NextGen Supply,35,1683.68
GT-PROD-02963,VR Headsets,268,1200.68,16,11.9,NextGen Supply,64,1856.71
GT-PROD-02964,AI Processors,453,1200.68,6,11.9,TechCorp,40,1487.93
GT-PROD-02965,Drones,236,1200.68,24,11.9,InnoVision,90,1651.64
GT-PROD-02966,VR Headsets,53,1200.68,27,11.9,NextGen Supply,41,1818.67
GT-PROD-02967,Smart Home Hubs,250,1200.68,16,11.9,InnoVision,62,1581.99
GT-PROD-02968,Wearables,461,1200.68,13,11.9,TechCorp,95,1485.12
GT-PROD-02969,Drones,334,1200.68,23,11.9,NextGen Supply,70,1778.9
GT-PROD-02970,VR Headsets,176,1200.68,25,11.9,TechCorp,84,1640.81
GT-PROD-02971,AI Processors,176,1200.68,12,11.9,GlobalCircuits,32,1649.06
GT-PROD-02972,AI Processors,17,1200.68,11,11.9,InnoVision,72,1604.42
GT-PROD-02973,High-End Laptops,217,1200.68,27,11.9,TechCorp,50,1690.19
GT-PROD-02974,Wearables,195,1200.68,12,11.9,InnoVision,81,1865.05
GT-PROD-02975,High-End Laptops,338,1200.68,19,11.9,InnoVision,98,1747.98
GT-PROD-02976,AI Processors,127,1200.68,19,11.9,TechCorp,80,1787.26
GT-PROD-02977,Smartphones,266,1200.68,25,11.9,TechCorp,75,1782.3
GT-PROD-02978,Wearables,291,1200.68,28,11.9,InnoVision,81,1673.32
GT-PROD-02979,Drones,470,1200.68,13,11.9,InnoVision,11,1632.13
GT-PROD-02980,Drones,297,1200.68,4,11.9,NextGen Supply,17,1819.52
GT-PROD-02981,High-End Laptops,121,1200.68,5,11.9,GlobalCircuits,62,1686.84
GT-PROD-02982,Smart Home Hubs,228,1200.68,3,11.9,NextGen Supply,46,1671.88
GT-PROD-02983,Drones,362,1200.68,3,11.9,GlobalCircuits,74,1626.2
GT-PROD-02984,Smart Home Hubs,68,1200.68,27,11.9,NextGen Supply,98,1652.86
GT-PROD-02985,Wearables,365,1200.68,20,11.9,GlobalCircuits,22,1625
GT-PROD-02986,VR Headsets,165,1200.68,17,11.9,TechCorp,33,1602.36
GT-PROD-02987,Drones,106,1200.68,19,11.9,GlobalCircuits,82,1541.8
GT-PROD-02988,VR Headsets,227,1200.68,21,11.9,TechCorp,84,1646.92
GT-PROD-02989,Smart Home Hubs,224,1200.68,29,11.9,NextGen Supply,20,1564.76
GT-PROD-02990,VR Headsets,325,1200.68,12,11.9,GlobalCircuits,38,1838.34
GT-PROD-02991,VR Headsets,286,1200.68,12,11.9,GlobalCircuits,46,1851.89
GT-PROD-02992,Smartphones,193,1200.68,13,11.9,InnoVision,56,1577
GT-PROD-02993,Wearables,127,1200.68,28,11.9,GlobalCircuits,54,1606.77
GT-PROD-02994,High-End Laptops,119,1200.68,10,11.9,NextGen Supply,41,1685.07
GT-PROD-02995,VR Headsets,32,1200.68,15,11.9,GlobalCircuits,53,1825.29
GT-PROD-02996,AI Processors,182,1200.68,11,11.9,GlobalCircuits,37,1624.45
GT-PROD-02997,Drones,351,1200.68,12,11.9,GlobalCircuits,77,1735.23
GT-PROD-02998,High-End Laptops,192,1200.68,22,11.9,GlobalCircuits,51,1662.88
GT-PROD-02999,Smartphones,354,1200.68,28,11.9,TechCorp,63,1609.44
GT-PROD-03000,Smart Home Hubs,479,1200.68,29,11.9,GlobalCircuits,29,1458.62
GT-PROD-03001,Wearables,464,1200.68,5,11.9,NextGen Supply,20,1578.51
GT-PROD-03002,VR Headsets,451,1200.68,10,11.9,InnoVision,95,1695.45
GT-PROD-03003,Wearables,29,1200.68,19,11.9,InnoVision,16,1592.66
GT-PROD-03004,AI Processors,129,1200.68,15,11.9,InnoVision,36,1607.82
GT-PROD-03005,Smart Home Hubs,362,1200.68,5,11.9,TechCorp,75,1617.45
GT-PROD-03006,Smartphones,367,1200.68,16,11.9,NextGen Supply,29,1751.39
GT-PROD-03007,VR Headsets,198,1200.68,18,11.9,GlobalCircuits,44,1660.36
GT-PROD-03008,Drones,84,1200.68,5,11.9,TechCorp,15,1603.9
GT-PROD-03009,Smartphones,93,1200.68,4,11.9,InnoVision,81,1491.32
GT-PROD-03010,Drones,184,1200.68,12,11.9,GlobalCircuits,74,1621.86
GT-PROD-03011,High-End Laptops,133,1200.68,14,11.9,NextGen Supply,97,1497.28
GT-PROD-03012,High-End Laptops,253,1200.68,10,11.9,TechCorp,66,1849.73
GT-PROD-03013,AI Processors,355,1200.68,11,11.9,NextGen Supply,66,1757.29
GT-PROD-03014,Smart Home Hubs,395,1200.68,26,11.9,NextGen Supply,81,1843.06
GT-PROD-03015,VR Headsets,242,1200.68,10,11.9,InnoVision,27,1568.38
GT-PROD-03016,Drones,295,1200.68,24,11.9,InnoVision,82,1870.14
GT-PROD-03017,AI Processors,48,1200.68,24,11.9,NextGen Supply,39,1726.18
GT-PROD-03018,Smartphones,82,1200.68,17,11.9,NextGen Supply,50,1488.49
GT-PROD-03019,Smart Home Hubs,131,1200.68,15,11.9,InnoVision,76,1721.91
GT-PROD-03020,VR Headsets,179,1200.68,5,11.9,GlobalCircuits,37,1503.09
GT-PROD-03021,AI Processors,464,1200.68,12,11.9,GlobalCircuits,81,1508.05
GT-PROD-03022,Smartphones,171,1200.68,14,11.9,NextGen Supply,39,1916.9
GT-PROD-03023,Smart Home Hubs,176,1200.68,14,11.9,InnoVision,92,1476.22
